TARGET_TABLE_NAME;ACTIVE_FLAG;BUSINESS_UNIT;COLUMNS;INCREMENTAL_COLUMN;LOAD_TYPE;PROCESS_ID;SOURCE_ENDPOINT;SOURCE_TABLE;TEMPORAL_NAME
SALESFORCE_CASE;true;;"""UNICON_fld_EvidenciaIncidente__c,UNICON_fld_CC_CorreoOpcional4__c,Type,UNICON_fld_AreaResponsableIncidente__c,SuppliedName,UNICON_fld_FechaCierreIncidente__c,Comments,UNICON_fld_CC_CorreoOpcional__c,UNICON_fld_FechaIncidente__c,UNICON_fld_AcuerdoComercial__c,UNICON_fld_CC_CorreoEjecutivoVentas__c,UNICON_fld_SubTipoSIUNICON__c,UNICON_fld_CC_CorreoCliente2__c,UNICON_fld_CantidadPedidosAfectados__c,UNICON_fld_CC_CorreoOpcional3__c,UNICON_fld_Lider__c,UNICON_fld_UnidadNegocio__c,UNICON_fld_MontoReconocidoSoles__c,UNICON_fld_Obra__c,LastViewedDate,UNICON_fld_Obra2__c,ContactMobile,SuppliedEmail,Id,UNICON_fld_SubTipoSeguridad__c,UNICON_fld_EjecutivoComercial__c,AssetId,SuppliedCompany,UNICON_fld_CorreoOpcional__c,UNICON_fld_Naturaleza__c,LastModifiedDate,UNICON_fld_IndicarNumeroPedidos__c,UNICON_fld_CorreoResponsableRespuesta__c,UNICON_fld_TipoProducto__c,AccountId,ContactFax,Origin,UNICON_fld_CausaRaizIncidente__c,ClosedDate,ContactPhone,UNICON_fld_SubTipoConcretoEstdEndurecido__c,Status,IsDeleted,ContactEmail,UNICON_fld_CantidadGuiasAfectadas__c,UNICON_fld_SubTipo__c,UNICON_fld_MedioIngreso__c,UNICON_fld_SubTipoOpMixer__c,UNICON_fld_SubTipoAtencionCliente__c,UNICON_fld_FechaComunicacionCliente__c,BusinessHoursId,UNICON_fld_PresentoDanio__c,UNICON_fld_DocumentoRespuestaAdjunto__c,SuppliedPhone,SystemModstamp,UNICON_fld_SubUnidadNegocio__c,UNICON_fld_MedioReconocimiento__c,OwnerId,MasterRecordId,UNICON_fld_Cliente2__c,UNICON_fld_SubTipoConcretoEstadoFresco__c,IsClosed,IsEscalated,UNICON_fld_TipoEvaluacion__c,UNICON_fld_Empresa__c,Subject,Priority,Description,Reason,UNICON_fld_CC_CorreoOpcional2__c,UNICON_fld_PersonaReportaIncidente__c,UNICON_fld_IndicarNumeroGuias__c,UNICON_fld_CorreoCliente__c,UNICON_fld_SubTipoOpBomba__c,CreatedById,UNICON_fld_Planta__c,LastReferencedDate,UNICON_fld_CorreoPersonaReportaIncidente__c,CurrencyIsoCode,UNICON_fld_Segmento__c,UNICON_fld_TipoServicio__c,UNICON_fld_ProcedeIncidente__c,LastModifiedById,CaseNumber,UNICON_fld_MontoReclamado__c,ParentId,CreatedDate,UNICON_fld_EvidenciaReconocimiento__c,UNICON_fld_MedioReconocimientoEfectuado__c,UNICON_fld_MarcaTemporal__c,SourceId,UNICON_fld_Clasificacion__c,UNICON_fld_SubTipoIncumplimientoServicio__c,UNICON_fld_ContenidoMensaje__c,UNICON_fld_CorreoLiderAsignado__c,UNICON_fld_Codigo__c,UNICON_fld_SubTipoAdministrativo__c,ContactId,UNICON_fld_Oportunidad__c""";;full;10;SALESFORCE_UNACEM_EC;case;
CONCREMAX_FULL_DMS_ART;true;;;;full;10;CONCREMAX_FULL_DMS;art;
SAP_UNACEM_EC_ZIBILLDOCBASDEX;true;;;;full;10;SAP_UNACEM_EC;ZIBILLDOCBASDEX;ZIBILLDOCBASDEX
UNICON_FULL_DMS_TIR;true;;;;full;10;UNICON_FULL_DMS;tir;
SAP_UNACEM_EC_ZILEDELIVDOCITEM;true;;;;full;10;SAP_UNACEM_EC;ZILEDELIVDOCITEM;ZILEDELIVDOCITEM
UNICON_FULL_DMS_ART;true;;;;full;10;UNICON_FULL_DMS;art;
SAP_UNACEM_EC_ZIROUTETEXT;true;;;;full;10;SAP_UNACEM_EC;ZIROUTETEXT;
UNICON_FULL_DMS_COB;true;;;;full;10;UNICON_FULL_DMS;cob;
SAP_UNACEM_EC_IFIJOURNALENT;true;;;;full;10;SAP_UNACEM_EC;IFIJOURNALENT;
SAP_UNACEM_EC_ZIPAYMENTTERMS;true;;;;full;10;SAP_UNACEM_EC;ZIPAYMENTTERMS;
SALESFORCE_USER_UNICON_PE;true;;*;;full;10;SALESFORCE_UNICON_PE;user;
UNICON_FULL_DMS_ACO;true;;;;full;10;UNICON_FULL_DMS;aco;
SALESFORCE_OBRA__C;true;;*;;full;10;SALESFORCE_UNACEM_EC;obra__c;
